id,interest_rate,internal_rating,maturity,dti_ratio,risk_free,yearly_payment
1309,19.91,D,5,39,1.72,5418.6
1310,5.9,AA,5,13,1.72,3555.72
1311,26.2,E,3,34,1.72,2758.92
1312,4.32,AA,3,24,1.72,4336.56
1313,19.43,D,5,26,1.72,5158.8
1314,6.12,AA,3,28,1.72,3711.84
1315,12.15,B,3,36,1.72,1013.04
1316,22.44,E,3,21,1.72,4672.68
1317,14.93,C,3,34,1.72,6111.36
1318,25.99,E,3,35,1.72,3663.48
1319,20.54,D,3,56,1.72,3775.44
1320,17.43,C,3,14,1.72,2106.6
1321,16.45,C,3,7,1.72,4517.16
1322,30.53,HR,5,18,1.72,3896.4
1323,10.7,B,3,18,1.72,4186.8
1324,14.72,C,3,16,1.72,5800.68
1325,5.6,AA,3,28,1.72,4051.68
1326,16.45,C,3,16,1.72,6022.8
1327,9.87,B,5,27,1.72,2352.72
1328,5.13,AA,3,30,1.72,3657.72
1329,14.45,C,3,27,1.72,4324.8
1330,30.82,HR,3,30,1.72,3910.92
1331,5.9,AA,3,30,1.72,5919.6
1332,6.36,AA,3,14,1.72,3352.56
1333,18.73,D,3,9,1.72,3161.28
1334,10.9,B,3,16,1.72,9321.48
1335,19.91,D,5,18,1.72,2268.24
1336,6.66,A,3,27,1.72,2619.12
1337,19.13,D,3,24,1.72,8935.2
1338,6.91,A,3,22,1.72,8498.04
1339,6.66,A,3,19,1.72,2619.12
1340,19.95,D,3,10,1.72,3243
1341,6.51,AA,3,24,1.72,5599.92
1342,23.74,D,5,42,1.72,4279.2
1343,30.92,HR,3,34,1.72,3915.96
1344,26.2,E,5,23,1.72,4420.68
1345,8.35,A,3,32,1.72,1150.68
1346,15.18,C,5,24,1.72,7177.68
1347,15.93,C,3,20,1.72,1795.2
1348,11.59,B,5,36,1.72,6029.4
1349,17.78,C,3,46,1.72,13156.2
1350,15.18,C,5,30,1.72,8459.04
1351,6.91,A,3,15,1.72,4506.48
1352,8.7,A,3,25,1.72,9637.92
1353,14.8,C,5,27,1.72,7263.6
1354,22.05,D,5,45,1.72,2788.92
1355,9.17,A,3,15,1.72,853.92
1356,29.38,E,3,42,1.72,7678.8
1357,5.44,AA,5,37,1.72,4409.52
1358,24.74,D,3,60,1.72,9636.48
1359,26.34,E,5,68,1.72,7381.44
1360,25.31,E,3,48,1.72,7282.08
1361,6.66,A,3,38,1.72,5425.32
1362,5,AA,3,20,1.72,7301.28
1363,10.59,B,5,40,1.72,5943.36
1364,24.99,D,5,21,1.72,2263.08
1365,30.24,E,3,20,1.72,1035.24
1366,25.62,E,3,23,1.72,3637.08
1367,10.7,B,3,21,1.72,6151.2
1368,11.36,B,5,35,1.72,3205.08
1369,10.15,B,3,19,1.72,4134
1370,17.15,C,3,42,1.72,7390.44
1371,13.43,C,3,21,1.72,3507.48
1372,25.59,E,5,19,1.72,3556.56
1373,10.59,B,3,35,1.72,7924.56
1374,12.75,C,3,40,1.72,3882.48
1375,12.75,C,5,20,1.72,2776.68
1376,13.46,C,3,35,1.72,8256.36
1377,25.59,E,3,48,1.72,3410.88
1378,14.41,C,3,12,1.72,1631.76
1379,12.99,C,5,18,1.72,5583.12
1380,10.06,B,5,22,1.72,2752.44
1381,30.92,HR,5,40,1.72,1044.24
1382,14.93,C,3,36,1.72,5332.08
1383,5.3,AA,3,29,1.72,3666.96
1384,14.93,C,3,14,1.72,2185.32
1385,23.05,D,5,43,1.72,7066.68
1386,4.32,AA,3,7,1.72,2168.28
1387,10.3,B,3,26,1.72,4734.84
1388,24.74,D,5,35,1.72,4289.28
1389,16.89,C,3,9,1.72,2815.56
1390,22.05,D,3,67,1.72,9296.64
1391,23.74,D,5,43,1.72,7007.76
1392,7.96,A,3,25,1.72,13348.08
1393,16.45,C,5,16,1.72,5059.2
1394,19.95,D,3,25,1.72,1355.4
1395,14.12,C,3,46,1.72,2500.08
1396,12.19,B,3,26,1.72,9597.24
1397,6.9,A,3,26,1.72,7509.72
1398,11.64,B,5,42,1.72,4827
1399,26.95,E,3,33,1.72,3732.72
1400,4.32,AA,3,34,1.72,4697.88
1401,7.32,A,5,23,1.72,5667.12
1402,8.66,A,3,26,1.72,5201.52
1403,24.99,D,3,11,1.72,4834.2
1404,5.9,AA,5,31,1.72,7399.56
1405,18.99,C,5,30,1.72,6688.56
1406,8.06,A,3,39,1.72,13367.64
1407,19.13,D,5,43,1.72,3028.56
1408,6.91,A,3,16,1.72,3642
1409,29.49,E,3,48,1.72,5877.96
1410,6.91,A,5,15,1.72,3755.4
1411,7.51,A,5,14,1.72,2652.12
1412,26.2,E,3,61,1.72,3929.52
1413,12.19,B,5,17,1.72,5676
1414,30.53,HR,3,21,1.72,2597.64
1415,25.99,E,3,53,1.72,7347.6
1416,12.19,B,5,18,1.72,6081.36
1417,12.19,B,3,44,1.72,4054.32
1418,6.5,A,3,14,1.72,3606.84
1419,30.53,HR,3,35,1.72,3896.4
1420,24.9,E,3,24,1.72,2510.04
1421,14.15,C,3,52,1.72,4296.36
1422,13.64,C,3,12,1.72,1416.12
1423,19.95,D,3,23,1.72,1355.4
1424,8.8,A,5,33,1.72,5405.16
1425,10.98,B,5,53,1.72,4802.64
1426,24.08,E,3,19,1.72,1763.88
1427,4.92,AA,3,32,1.72,5469.48
1428,13.19,C,5,28,1.72,5047.2
1429,4.32,AA,3,15,1.72,3613.8
1430,10.25,B,3,22,1.72,11828.64
1431,22.1,D,5,19,1.72,5084.64
1432,4.32,AA,3,4,1.72,2891.04
1433,8.35,A,5,4,1.72,1293
1434,22.99,D,3,27,1.72,6119.52
1435,17.61,D,5,21,1.72,4630.8
1436,5.9,AA,3,37,1.72,12209.28
1437,7.51,A,3,25,1.72,2273.16
1438,10.7,B,5,26,1.72,3181.44
1439,8.06,A,3,28,1.72,6874.8
1440,12.65,B,3,13,1.72,4080.96
1441,28.56,E,3,25,1.72,7597.92
1442,27.8,E,3,32,1.72,5015.64
1443,13.64,C,5,31,1.72,3310.92
1444,11.65,B,3,16,1.72,3521.64
1445,5.9,AA,3,28,1.72,3699.72
1446,10.68,B,5,24,1.72,1983.72
1447,13.19,C,3,25,1.72,8224.8
1448,6.66,A,3,26,1.72,1870.8
1449,13.19,C,5,28,1.72,3364.8
1450,16.61,C,3,41,1.72,5177.76
1451,15.29,C,3,27,1.72,4111.32
1452,16.45,C,5,49,1.72,10763.16
1453,25.59,E,3,40,1.72,5452.32
1454,8.66,A,5,18,1.72,3852.96
1455,23.88,E,3,10,1.72,7145.4
1456,11.64,B,3,33,1.72,2011.2
1457,10.7,B,3,34,1.72,5302.32
1458,5.9,AA,5,24,1.72,5549.64
1459,19.95,D,3,20,1.72,3162.6
1460,24.74,D,5,48,1.72,5361.6
1461,9.17,A,3,10,1.72,3493.44
1462,16.61,C,5,16,1.72,2588.88
1463,13.46,C,5,10,1.72,2064.12
1464,30.92,HR,5,17,1.72,3915.96
1465,7.32,A,5,35,1.72,1133.4
1466,22.99,D,3,10,1.72,4141.8
1467,11.8,B,3,19,1.72,8063.4
1468,11.64,B,3,14,1.72,4022.52
1469,13.97,C,3,31,1.72,5705.76
1470,10.59,B,3,17,1.72,3566.04
1471,22.99,D,5,51,1.72,6212.64
1472,28.69,HR,5,27,1.72,3805.32
1473,27.93,E,3,20,1.72,5024.16
1474,22.44,E,3,27,1.72,4672.68
1475,7.8,A,5,26,1.72,3793.44
1476,7.96,A,3,31,1.72,497.76
1477,9.09,A,3,27,1.72,13569.96
1478,28.74,E,3,35,1.72,2317.92
1479,8.74,A,5,18,1.72,5524.8
1480,7.51,A,3,22,1.72,5682.96
1481,15.29,C,3,20,1.72,8472.12
1482,11.03,B,3,13,1.72,4006.68
1483,15.77,C,3,52,1.72,1705.8
1484,22.99,D,5,25,1.72,11768.28
1485,16.45,C,5,21,1.72,5721.72
1486,11.28,B,3,18,1.72,9402.24
1487,6.12,AA,3,23,1.72,3247.8
1488,5.76,AA,5,16,1.72,5538.12
1489,6.66,A,3,35,1.72,2244.96
1490,7.6,A,5,10,1.72,13277.88
1491,12.46,B,3,26,1.72,4138.08
1492,20.85,D,5,20,1.72,914.76
1493,20.66,D,3,26,1.72,3455.64
1494,22.05,D,3,16,1.72,11620.68
1495,7.2,A,5,17,1.72,4525.68
1496,13.19,C,3,9,1.72,5608.08
1497,4.32,AA,3,9,1.72,5420.64
1498,11.65,B,3,13,1.72,4063.32
1499,17.6,C,5,31,1.72,4938.48
1500,24.99,D,5,32,1.72,7148.4
1501,22.99,D,3,26,1.72,4141.8
1502,20.54,D,3,39,1.72,8207.4
1503,18.73,D,3,45,1.72,4678.68
1504,5.31,AA,3,12,1.72,1833.72
1505,16.22,C,5,17,1.72,858.24
1506,5.44,AA,3,12,1.72,7349.16
1507,4.32,AA,3,18,1.72,7227.6
1508,7.51,A,3,30,1.72,4546.44
1509,8.7,A,3,26,1.72,9637.92
1510,13.75,C,3,51,1.72,4145.16
1511,24.74,D,3,45,1.72,2409.12
1512,18.24,C,3,38,1.72,3530.64
1513,9.47,B,5,36,1.72,3118.92
1514,9.09,A,3,12,1.72,2849.64
1515,16.55,C,3,24,1.72,3017.88
1516,30.92,HR,5,31,1.72,3915.96
1517,24.99,D,3,35,1.72,8218.2
1518,7.96,A,3,30,1.72,5720.64
1519,9.47,A,3,23,1.72,5154.96
1520,30.92,HR,3,22,1.72,2610.6
1521,16.22,C,3,39,1.72,10728.72
1522,20.66,D,5,38,1.72,4561.8
1523,22.99,D,3,55,1.72,6902.88
1524,27.8,E,3,40,1.72,5691.6
1525,15.4,C,3,22,1.72,2121.24
1526,6.51,AA,5,24,1.72,5599.92
1527,7.2,A,3,56,1.72,7542.84
1528,9.47,A,5,25,1.72,3898.56
1529,12.75,C,3,31,1.72,4086.72
1530,5.9,AA,3,28,1.72,2219.88
1531,12.65,B,5,42,1.72,3672.84
1532,26.04,E,5,61,1.72,4400.52
1533,10.7,B,3,23,1.72,7937.04
1534,26.95,E,3,18,1.72,4479.24
1535,29.77,HR,3,48,1.72,2058
1536,5.13,AA,3,31,1.72,1828.8
1537,14.45,C,3,25,1.72,4324.8
1538,15.4,C,3,32,1.72,4415.64
1539,15.18,C,3,36,1.72,5273.4
1540,6.51,AA,3,25,1.72,7466.64
1541,19.13,D,3,42,1.72,5738.28
1542,7.32,A,3,19,1.72,7556.16
1543,11.03,B,5,16,1.72,1594.92
1544,26.99,E,3,25,1.72,7444.44
1545,4.32,AA,3,8,1.72,3071.76
1546,5.9,AA,5,23,1.72,2774.88
1547,11.03,B,3,21,1.72,5342.28
1548,6.12,AA,3,23,1.72,3340.68
1549,7.32,A,3,16,1.72,5667.12
1550,6.12,AA,5,26,1.72,5567.76
1551,4.32,AA,3,4,1.72,722.76
1552,14.45,C,3,24,1.72,4324.8
1553,14.45,C,3,18,1.72,6279.48
1554,13.76,C,3,9,1.72,3109.32
1555,9.49,B,5,43,1.72,5849.64
1556,18.14,C,3,31,1.72,3434.28
1557,21.48,D,5,6,1.72,3347.16
1558,9.86,B,3,28,1.72,3920.64
1559,27.8,E,3,30,1.72,1517.76
1560,11.59,B,3,33,1.72,1205.88
1561,10.06,B,3,45,1.72,5465.52
1562,5.44,AA,3,15,1.72,5511.96
1563,8.06,A,3,26,1.72,2291.64
1564,30.92,HR,5,29,1.72,3915.96
1565,15.77,C,3,50,1.72,8529.24
1566,30.25,HR,5,8,1.72,3105.96
1567,30.09,HR,3,24,1.72,2066.4
1568,26.75,HR,3,48,1.72,2968.44
1569,8.74,A,3,32,1.72,3857.4
1570,16.45,C,5,42,1.72,13776.84
1571,20.54,D,3,25,1.72,4554.36
1572,6.51,AA,3,23,1.72,3733.32
1573,13.46,C,3,16,1.72,9081.96
1574,7.51,A,3,28,1.72,5682.96
1575,23.88,E,5,28,1.72,3513.72
1576,23.99,D,5,19,1.72,1908.24
1577,8.74,A,5,15,1.72,1928.76
1578,10.2,B,3,14,1.72,2403.36
1579,7.2,A,3,11,1.72,4525.68
1580,18.99,C,5,14,1.72,6357.24
1581,6.5,AA,5,15,1.72,4479.24
1582,14.45,C,3,32,1.72,6949.32
1583,23.88,E,3,24,1.72,2811
1584,6.66,A,3,46,1.72,6734.88
1585,5.9,AA,3,23,1.72,9249.36
1586,6.74,A,3,21,1.72,4120.56
1587,11.65,B,3,17,1.72,2011.56
1588,23.74,D,3,20,1.72,5255.88
1589,26.99,E,5,36,1.72,2481.48
1590,13.19,C,3,30,1.72,4206
1591,24.74,D,3,10,1.72,7227.36
1592,5.9,AA,5,23,1.72,2034.84
1593,24.99,D,5,36,1.72,2900.52
1594,19.99,D,3,30,1.72,2271.96
1595,16.35,C,3,18,1.72,1934.64
1596,11.59,B,3,10,1.72,1004.88
1597,22.99,D,3,34,1.72,11768.28
1598,6.36,AA,3,18,1.72,3352.56
1599,14.12,C,5,10,1.72,6250.32
1600,11.64,B,3,40,1.72,2708.28
1601,9.47,A,5,27,1.72,2339.16
1602,9.09,A,3,32,1.72,5815.68
1603,22.05,D,3,46,1.72,10226.28
1604,20.85,D,3,19,1.72,9147.12
1605,20.85,D,5,21,1.72,5947.32
1606,8.66,A,3,36,1.72,6935.28
1607,12.15,B,3,46,1.72,10129.92
1608,18.14,C,3,32,1.72,1101.84
1609,26.04,E,3,51,1.72,5500.68
1610,30.82,HR,3,45,1.72,1147.2
1611,5.9,AA,3,35,1.72,5549.64
1612,20.66,D,3,30,1.72,6842.64
1613,16.22,C,5,17,1.72,3595.8
1614,12.13,B,5,43,1.72,7291.44
1615,9.47,B,3,40,1.72,5847.84
1616,16.7,C,5,39,1.72,3633.24
1617,27.8,E,3,38,1.72,1454.52
1618,5.9,AA,3,40,1.72,7399.56
1619,17.6,C,5,19,1.72,6173.04
1620,20.66,D,3,26,1.72,2737.08
1621,19.99,D,5,36,1.72,6780.6
1622,26.75,HR,3,59,1.72,3710.52
1623,11,B,5,35,1.72,7174.32
1624,5.44,AA,3,13,1.72,3674.64
1625,12.71,C,3,34,1.72,5548.32
1626,30.25,HR,5,30,1.72,3882.48
1627,8.7,A,3,41,1.72,13493.16
1628,14.93,C,3,36,1.72,10197.96
1629,13.75,C,5,41,1.72,7097.64
1630,26.95,E,3,40,1.72,7440.6
1631,13.19,C,3,16,1.72,2523.6
1632,5.9,AA,3,31,1.72,7399.56
1633,12.75,C,5,25,1.72,6130.08
1634,30.53,HR,3,40,1.72,3896.4
1635,9.47,A,5,32,1.72,11695.8
1636,6.12,AA,3,36,1.72,5567.76
1637,30.92,HR,3,29,1.72,1044.24
1638,14.41,C,3,21,1.72,6276
1639,10.59,B,5,25,1.72,7924.56
1640,15.4,C,5,34,1.72,8485.2
1641,12.71,C,5,52,1.72,10211.04
1642,28.74,E,5,7,1.72,2030.88
1643,15.93,C,3,35,1.72,6411.24
1644,5.98,AA,5,30,1.72,3704.16
1645,30.92,HR,3,46,1.72,3915.96
1646,15.73,C,5,25,1.72,6393.36
1647,21.42,D,3,31,1.72,8357.52
1648,6.66,A,3,16,1.72,3741.6
1649,20.66,D,3,28,1.72,4936.68
1650,15.4,C,5,48,1.72,6363.84
1651,24.74,D,5,34,1.72,4818.24
1652,8.7,A,3,25,1.72,3291.6
1653,19.13,D,3,22,1.72,4467.6
1654,15.4,C,3,17,1.72,8485.2
1655,7.6,A,3,37,1.72,2617.68
1656,13.8,C,3,35,1.72,4575.96
1657,27.71,E,3,60,1.72,7514.64
1658,9.47,A,3,45,1.72,6627.6
1659,9.09,A,5,23,1.72,1550.88
1660,24.08,E,3,45,1.72,5731.56
1661,30.92,HR,3,44,1.72,3132.72
1662,10.2,B,3,14,1.72,7880.04
1663,20.66,D,3,25,1.72,4936.68
1664,20.61,D,3,33,1.72,8219.28
1665,14.45,C,3,28,1.72,2018.28
1666,30.92,HR,5,24,1.72,3864.24
1667,10.98,B,5,21,1.72,6670.32
1668,29.49,E,3,15,1.72,5877.96
1669,11.64,B,5,18,1.72,3218.04
1670,4.32,AA,5,23,1.72,3613.8
1671,15.18,C,5,24,1.72,2343.72
1672,30.28,HR,3,23,1.72,3884.04
1673,7.32,A,3,28,1.72,5667.12
1674,30.53,HR,3,39,1.72,1558.56
1675,8.06,A,3,21,1.72,2864.52
1676,12.19,B,3,18,1.72,2027.16
1677,6.91,A,5,23,1.72,1464.6
1678,5.13,AA,3,14,1.72,5486.52
1679,9.47,A,3,19,1.72,3898.56
1680,27.93,E,3,19,1.72,2358.48
1681,5,AA,5,30,1.72,6206.04
1682,9.47,A,3,36,1.72,7017.48
1683,10.68,B,3,20,1.72,795
1684,7.96,A,3,36,1.72,5720.64
1685,17.15,C,3,11,1.72,4585.56
1686,7.2,A,3,17,1.72,1697.16
1687,11.03,B,3,22,1.72,2392.44
1688,9.47,A,3,27,1.72,4639.44
1689,6.74,A,3,48,1.72,5619
1690,7.51,A,3,29,1.72,5682.96
1691,7.51,A,3,21,1.72,2273.16
1692,26.34,E,5,20,1.72,7381.44
1693,25.62,E,5,39,1.72,3412.2
1694,12.65,B,3,26,1.72,5513.52
1695,8.66,A,3,23,1.72,1502.64
1696,25.31,E,3,56,1.72,5825.64
1697,30.92,HR,3,51,1.72,2610.6
1698,7.32,A,5,16,1.72,7556.16
1699,30.53,HR,3,19,1.72,3896.4
1700,24.99,D,5,36,1.72,6465.84
1701,19.91,D,5,43,1.72,4515.48
1702,7.8,A,3,16,1.72,5707.2
1703,16.55,C,3,19,1.72,4526.88
1704,8.06,A,5,12,1.72,5728.92
1705,9.81,B,5,41,1.72,5563.32
1706,20.66,D,3,14,1.72,4936.68
1707,8.06,A,3,42,1.72,9357.36
1708,13.69,C,5,27,1.72,1242.48
1709,22.1,D,3,31,1.72,9302.88
1710,25.99,E,3,27,1.72,3663.48
1711,9.43,A,3,11,1.72,1948.2
1712,13.19,C,3,47,1.72,7402.32
1713,11.36,B,3,37,1.72,6009.6
1714,8.35,A,3,26,1.72,2493.12
1715,11.03,B,5,49,1.72,2692.8
1716,11.59,B,5,13,1.72,3246.24
1717,28.69,HR,3,13,1.72,3805.32
1718,22.1,D,3,29,1.72,9302.88
1719,14.15,C,5,12,1.72,2864.28
1720,25.59,E,5,20,1.72,4872.72
1721,14.12,C,5,48,1.72,7500.36
1722,6.74,A,3,26,1.72,3746.04
1723,12.15,B,5,10,1.72,2228.52
1724,22.99,D,3,23,1.72,6902.88
1725,8.66,A,3,32,1.72,6164.64
1726,11.64,B,3,55,1.72,4875
1727,4.32,AA,3,4,1.72,903.48
1728,19.95,D,5,23,1.72,5837.4
1729,4.32,AA,3,17,1.72,3613.8
1730,30.92,HR,3,56,1.72,3655.32
1731,5,AA,5,44,1.72,10951.92
1732,26.2,E,5,20,1.72,3678.6
1733,14.15,C,3,8,1.72,2084.28
1734,14.05,C,3,42,1.72,8325.6
1735,10.68,B,5,44,1.72,3975
1736,13.8,C,3,25,1.72,6222.12
1737,30.92,HR,3,35,1.72,3915.96
1738,15.77,C,3,33,1.72,4451.28
1739,5.44,AA,3,32,1.72,1837.32
1740,25.59,E,3,45,1.72,2923.56
1741,9.09,A,3,27,1.72,5109.96
1742,16.45,C,3,16,1.72,2152.68
1743,10.59,B,3,39,1.72,3962.28
1744,9.47,A,3,33,1.72,779.76
1745,30.25,HR,3,14,1.72,3882.48
1746,20.66,D,3,24,1.72,6842.64
1747,19.91,D,3,48,1.72,9494.16
1748,25.31,E,5,35,1.72,2427.36
1749,26.2,E,5,20,1.72,2207.16
1750,12.65,B,3,27,1.72,2040.48
1751,13.64,C,5,16,1.72,10346.76
1752,23.21,E,5,48,1.72,7081.8
1753,10.59,B,3,8,1.72,2644.56
1754,6.66,A,5,25,1.72,1122.48
1755,26.99,E,3,17,1.72,5603.4
1756,9.47,B,3,23,1.72,7407.36
1757,5.13,AA,3,30,1.72,5005.56
1758,22.99,D,3,59,1.72,9414.6
1759,5.3,AA,3,18,1.72,4400.4
1760,8.38,A,3,32,1.72,5755.8
1761,6.12,AA,5,8,1.72,5567.76
1762,22.12,D,3,22,1.72,930.48
1763,25.99,E,3,35,1.72,1959.36
1764,5.6,AA,3,13,1.72,4419.96
1765,8.7,A,5,32,1.72,1927.56
1766,8.66,A,5,30,1.72,7705.92
1767,14.69,C,3,23,1.72,4347.6
1768,6.74,A,5,33,1.72,3746.04
1769,4.32,AA,3,17,1.72,2529.6
1770,30.92,HR,3,19,1.72,3915.96
1771,30.92,HR,5,43,1.72,3915.96
1772,17.78,C,3,23,1.72,4647.48
1773,7.51,A,3,26,1.72,5266.2
1774,22.99,D,3,58,1.72,6902.88
1775,7.8,A,3,33,1.72,4565.76
1776,23.88,E,3,10,1.72,3810.84
1777,30.92,HR,3,7,1.72,3915.96
1778,8.7,A,3,21,1.72,4047.96
1779,17.23,C,3,54,1.72,3368.52
1780,26.2,E,3,39,1.72,3678.6
1781,6.91,A,3,25,1.72,13143.84
1782,6.9,A,3,9,1.72,1877.4
1783,15.18,C,3,42,1.72,10573.8
1784,20.66,D,3,19,1.72,11404.44
1785,11.8,B,5,32,1.72,2718.12
1786,14.43,C,3,56,1.72,5187.48
1787,24.74,D,5,26,1.72,4818.24
1788,6.51,AA,3,32,1.72,11199.84
1789,4.7,AA,3,31,1.72,10176.12
1790,17.43,C,5,18,1.72,9226.08
1791,4.32,AA,3,16,1.72,3144
1792,6.51,AA,3,22,1.72,13066.56
1793,18.99,C,5,38,1.72,11147.52
1794,10.68,B,3,32,1.72,5554.32
1795,9.05,A,5,18,1.72,3874.92
1796,7.2,A,3,21,1.72,5657.16
1797,19.91,D,3,52,1.72,4536.48
1798,11.28,B,3,35,1.72,2000.88
1799,30.82,HR,5,33,1.72,2085.84
1800,20.54,D,3,29,1.72,6565.92
1801,30.92,HR,5,17,1.72,2349.6
1802,24.99,D,3,35,1.72,5388.24
1803,21.42,D,5,40,1.72,8357.52
1804,15.59,C,3,30,1.72,8276.52
1805,16.61,C,3,15,1.72,7809.84
1806,6.5,A,3,26,1.72,4448.4
1807,16.7,C,3,15,1.72,3936
1808,22.44,E,3,33,1.72,4672.68
1809,8.66,A,5,17,1.72,3852.96
1810,9.09,A,3,20,1.72,11631.36
1811,30.25,HR,3,54,1.72,3105.96
1812,10.7,B,3,23,1.72,3976.8
1813,19.91,D,5,24,1.72,6773.16
1814,6.51,AA,3,26,1.72,3733.32
1815,6.74,A,3,6,1.72,2622.24
1816,23.21,E,5,31,1.72,3466.8
1817,8.8,A,5,38,1.72,2316.48
1818,6.91,A,3,45,1.72,4506.48
1819,7.32,A,3,25,1.72,5667.12
1820,11.1,B,3,21,1.72,5618.4
1821,19.91,D,3,30,1.72,4860.48
1822,18.81,C,3,45,1.72,7250.28
1823,5.76,AA,3,22,1.72,7384.2
1824,7.2,A,3,32,1.72,3666.96
1825,23.05,D,3,31,1.72,4146.72
1826,4.7,AA,3,23,1.72,4361.16
1827,21.42,D,3,47,1.72,6685.92
1828,22.05,D,3,38,1.72,4648.32
1829,30.92,HR,5,33,1.72,1044.24
1830,9.47,B,3,16,1.72,2577.48
1831,16.45,C,3,27,1.72,2258.52
1832,4.92,AA,3,21,1.72,5469.48
1833,11.03,B,3,25,1.72,9171.12
1834,25.99,E,3,44,1.72,4898.4
1835,8.06,A,3,8,1.72,2291.64
1836,20.85,D,3,32,1.72,10061.76
1837,25.99,E,5,36,1.72,5495.28
1838,7.51,A,3,17,1.72,3409.8
1839,26.95,E,3,26,1.72,7440.6
1840,24.74,D,3,33,1.72,3574.44
1841,7.8,A,3,19,1.72,2853.6
1842,20.85,D,3,23,1.72,6860.28
1843,25.62,E,3,18,1.72,3637.08
1844,11.03,B,5,23,1.72,5342.28
1845,22.05,D,3,42,1.72,5079.48
1846,15.18,C,5,35,1.72,6344.28
1847,7.51,A,3,17,1.72,1515.48
1848,11.8,B,5,29,1.72,12095.16
1849,5.6,AA,3,48,1.72,5525.04
1850,11.03,B,3,27,1.72,4784.88
1851,9.81,B,5,33,1.72,2597.76
1852,6.49,A,3,27,1.72,4478.64
1853,10.7,B,3,26,1.72,7953.48
1854,13.75,C,3,44,1.72,7461.24
1855,9.47,A,3,36,1.72,3093
1856,22.44,E,3,14,1.72,4672.68
1857,5.98,AA,3,28,1.72,5556.24
1858,19.91,D,3,35,1.72,9720.96
1859,19.91,D,3,16,1.72,1296.12
1860,30.53,HR,5,21,1.72,3896.4
1861,17.69,C,3,45,1.72,7731.12
1862,6.2,A,5,20,1.72,2387.52
1863,6.49,A,3,13,1.72,1492.92
1864,8.7,A,5,39,1.72,10794.48
1865,30.25,HR,3,16,1.72,3882.48
1866,30.92,HR,5,20,1.72,3393.84
1867,11.03,B,3,9,1.72,7974.84
1868,22.12,D,5,23,1.72,4652.64
1869,12.75,C,5,39,1.72,3678.12
1870,19.91,D,3,34,1.72,6773.16
1871,13.25,C,3,21,1.72,5980.56
1872,16.04,C,3,9,1.72,2140.32
1873,4.32,AA,3,14,1.72,1264.8
1874,17.23,C,5,33,1.72,4787.4
1875,16.22,C,3,19,1.72,5149.8
1876,23.21,E,3,55,1.72,4721.16
1877,6.66,A,3,10,1.72,8447.88
1878,19.13,D,3,10,1.72,1912.8
1879,14.15,C,3,56,1.72,5002.44
1880,5.76,AA,3,15,1.72,3692.04
1881,4.32,AA,5,21,1.72,3202.2
1882,13.43,C,3,37,1.72,6189.6
1883,30.92,HR,3,21,1.72,3132.72
1884,5.13,AA,3,18,1.72,6218.04
1885,6.91,A,3,35,1.72,5633.04
1886,14.69,C,3,20,1.72,6300.72
1887,22.05,D,5,43,1.72,4648.32
1888,6.9,A,5,30,1.72,3754.8
1889,6.51,AA,5,27,1.72,4479.96
1890,17.6,C,5,20,1.72,6561.72
1891,17.69,C,3,7,1.72,6184.92
1892,19.99,D,3,36,1.72,6780.6
1893,13.46,C,5,24,1.72,2538.84
1894,15.93,C,3,21,1.72,2137.08
1895,23.99,D,5,28,1.72,8803.68
1896,9.47,A,3,36,1.72,2577.48
1897,5.13,AA,3,23,1.72,3657.72
1898,26.99,E,3,38,1.72,4962.96
1899,7.51,A,3,32,1.72,8619
1900,20.66,D,3,35,1.72,8227.8
1901,28.74,E,3,18,1.72,3863.28
1902,10.3,B,3,28,1.72,4221.96
1903,14.72,C,5,23,1.72,8404.56
1904,30.53,HR,3,29,1.72,2597.64
1905,11.31,B,5,33,1.72,6005.28
1906,22.44,E,5,21,1.72,3413.28
1907,15.93,C,3,26,1.72,8548.32
1908,27.15,E,5,56,1.72,3978.72
1909,30.92,HR,5,44,1.72,3915.96
1910,30.92,HR,3,34,1.72,2871.72
1911,28.74,E,3,43,1.72,7615.68
1912,8.7,A,5,47,1.72,5782.8
1913,11.85,B,5,21,1.72,6051.96
1914,7.51,A,3,35,1.72,9850.56
1915,22.99,D,5,18,1.72,941.52
1916,5.98,AA,5,33,1.72,3704.16
1917,17.6,C,3,15,1.72,4012.44
1918,30.92,HR,3,35,1.72,3915.96
1919,20.66,D,3,53,1.72,9123.6
1920,30.53,HR,3,28,1.72,3896.4
1921,22.1,D,5,41,1.72,8372.52
1922,27.8,E,3,20,1.72,3009.84
1923,29.49,E,3,23,1.72,5877.96
1924,27.71,E,5,25,1.72,2462.16
1925,9.81,B,3,39,1.72,5876.76
1926,14.97,C,5,23,1.72,10542.72
1927,19.91,D,3,18,1.72,4515.48
1928,19.99,D,3,23,1.72,4520.4
1929,20.61,D,3,37,1.72,6575.4
1930,9.87,B,5,49,1.72,7842.48
1931,8.06,A,3,15,1.72,5728.92
1932,9.47,A,5,21,1.72,5847.84
1933,22.44,E,5,27,1.72,3037.32
1934,17.69,C,3,22,1.72,6569.88
1935,6.66,A,3,28,1.72,8447.88
1936,7.32,A,5,12,1.72,5667.12
1937,8.38,A,5,30,1.72,3837.24
1938,25.31,E,3,44,1.72,7282.08
1939,11.64,B,3,38,1.72,4062.48
